user_id,item_list
1458,8481 2301 1212 5700 17955 194 4657 8638 5113 12194
1461,9461 14847 5645 7581 3922 10466 3806 5113 4361 4657
1473,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
1490,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
1493,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
1501,8481 2301 1212 5700 17955 194 4657 8638 5113 12194
1504,6289 3572 3922 189 4361 8186 187 197 3565 5562
1515,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
1525,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
1544,3806 6404 4844 8638 8667 10227 15119 7583 4634 8666
1548,4361 3922 17955 15892 197 4034 6526 5112 5113 3572
1551,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
1555,3922 4361 8982 17955 10466 187 5562 197 4657 3806
1564,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
1596,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
1599,6289 3572 3922 189 4361 8186 187 197 3565 5562
1601,5113 10227 4844 5143 17955 8638 5645 6404 10466 6798
1605,6289 7581 8638 4410 5113 6404 14847 3509 3806 8635
1610,10227 8638 4634 6404 5455 4658 4844 10153 10466 17951
1617,6404 10227 5560 5113 4844 5562 8666 4410 8668 10466
1639,6404 10227 5560 5113 4844 5562 8666 4410 8668 10466
1643,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
1668,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
1678,6404 10227 5560 5113 4844 5562 8666 4410 8668 10466
1681,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
1689,6289 10068 8414 189 8481 4657 2301 10067 7354 197
1697,10067 197 10068 8414 2301 4657 6289 12469 18185 7354
1711,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
1727,4657 8638 8982 5113 17955 5297 3572 10227 3565 10466
1730,9461 14847 5645 7581 3922 10466 3806 5113 4361 4657
1736,14847 5113 12194 3806 17955 5645 1212 3922 5700 8481
1745,4361 3922 17955 15892 197 4034 6526 5112 5113 3572
1754,5113 10227 4844 5143 17955 8638 5645 6404 10466 6798
1757,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
1764,3922 4361 8982 17955 10466 187 5562 197 4657 3806
1769,7581 6404 10227 12469 8666 4280 5113 4634 8638 5645
1781,8481 5562 8638 6292 7581 6289 194 187 189 8982
1790,8668 6798 5113 8638 3922 10055 3806 8666 4410 10227
1792,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
1817,6289 8481 12469 189 197 4634 8414 5297 10227 192
1823,10067 8666 8414 6289 2301 4657 194 8481 189 12469
1825,10067 8666 8414 6289 2301 4657 194 8481 189 12469
1837,10067 5645 5297 1943 4844 4280 8853 14727 737 17955
1851,3922 4361 8982 17955 10466 187 5562 197 4657 3806
1856,3922 4361 8982 17955 10466 187 5562 197 4657 3806
1859,6404 10227 5560 5113 4844 5562 8666 4410 8668 10466
1862,3922 4361 197 4657 187 3806 10466 5296 8982 5700
1878,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
1888,3922 4361 8982 17955 10466 187 5562 197 4657 3806
1894,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
1896,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
1912,8481 2301 5700 4634 4657 17955 12194 8186 5113 1212
1919,10067 5645 5297 1943 4844 4280 8853 14727 737 17955
1926,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
1938,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
1944,8982 10227 8638 4844 8666 7581 4657 3565 5143 6404
1952,9461 14847 5645 7581 3922 10466 3806 5113 4361 4657
1973,6404 10227 5560 5113 4844 5562 8666 4410 8668 10466
1978,5645 187 5297 11733 9461 10067 14727 10068 4844 6289
1984,4657 10466 4702 5297 6798 2301 737 9461 8982 6228
2005,5113 9461 14847 5645 3922 8638 7496 7581 5297 197
2007,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
2017,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
2026,4657 194 8638 6289 9014 5113 5297 4976 4127 15892
2031,6289 8481 12469 189 197 4634 8414 5297 10227 192
2035,3806 6404 4844 8638 8667 10227 15119 7583 4634 8666
2053,3922 4361 187 3806 10466 4657 197 10067 8982 17955
2057,6289 8414 10067 2301 8666 189 4657 12469 8481 10068
2062,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
2069,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
2076,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
2078,5113 9461 14847 5645 3922 8638 7496 7581 5297 197
2083,4361 3922 10466 10227 3806 5113 5294 12469 4657 10067
2094,8481 2301 5645 5700 4657 1212 12469 194 17955 10227
2096,14847 5113 9461 7496 5645 7581 3922 5297 5044 4279
2099,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
2102,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
2107,4657 10466 4702 5297 6798 2301 737 9461 8982 6228
2115,3922 4361 8982 17955 10466 187 5562 197 4657 3806
2138,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
2150,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
2163,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
2165,194 1212 8481 5700 2301 4657 8186 4634 17955 12469
2167,3922 4361 8982 17955 10466 187 5562 197 4657 3806
2169,7581 6404 10227 12469 8666 4280 5113 4634 8638 5645
2180,8982 10227 8638 4844 8666 7581 4657 3565 5143 6404
2210,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
2214,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
2223,6404 10227 5560 5113 4844 5562 8666 4410 8668 10466
2228,5113 9461 14847 5645 3922 8638 7496 7581 5297 197
2231,10227 14847 5113 7310 4279 4219 8638 3572 6289 4657
2234,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
2238,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
2268,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
2275,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
2279,10067 8666 8414 6289 2301 4657 194 8481 189 12469
2281,8481 2301 5700 4634 4657 17955 12194 8186 5113 1212
2287,6289 7581 8638 4410 5113 6404 14847 3509 3806 8635
2303,6289 7581 8638 4410 5113 6404 14847 3509 3806 8635
2308,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
2311,4361 3922 10466 10227 3806 5113 5294 12469 4657 10067
2323,4361 3922 17955 15892 197 4034 6526 5112 5113 3572
2328,12194 8481 5700 8483 1212 2301 10227 194 4634 17955
2355,8982 10227 8638 4844 8666 7581 4657 3565 5143 6404
2358,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
2367,10067 8666 8414 6289 2301 4657 194 8481 189 12469
2369,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
2371,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
2373,5113 9461 14847 5645 3922 8638 7496 7581 5297 197
2380,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
2382,10067 8666 8414 6289 2301 4657 194 8481 189 12469
2386,4361 3922 17955 15892 197 4034 6526 5112 5113 3572
2391,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
2395,7581 6404 10227 12469 8666 4280 5113 4634 8638 5645
2408,6289 10068 8414 189 8481 4657 2301 10067 7354 197
2415,6289 8481 12469 189 197 4634 8414 5297 10227 192
2455,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
2459,14847 5113 12194 3806 17955 5645 1212 3922 5700 8481
2469,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
2477,7581 6404 10227 12469 8666 4280 5113 4634 8638 5645
2481,8481 2301 5700 4634 4657 17955 12194 8186 5113 1212
2493,5113 9461 14847 5645 3922 8638 7496 7581 5297 197
2497,4361 3922 10466 10227 3806 5113 5294 12469 4657 10067
2511,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
2530,8638 5113 6289 4280 7581 17955 10067 9302 4627 8627
2534,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
2552,9461 14847 5645 7581 3922 10466 3806 5113 4361 4657
2561,8638 5113 6289 4280 7581 17955 10067 9302 4627 8627
2565,8481 2301 1212 5700 17955 194 4657 8638 5113 12194
2595,8481 2301 5700 4634 4657 17955 12194 8186 5113 1212
2601,5113 10227 10466 3922 4361 8638 12469 1212 17955 3572
2611,6289 7581 8638 4410 5113 6404 14847 3509 3806 8635
2620,10067 8666 8414 6289 2301 4657 194 8481 189 12469
2622,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
2630,3922 4361 187 3806 10466 4657 197 10067 8982 17955
2634,10227 14847 5113 7310 4279 4219 8638 3572 6289 4657
2642,8481 2301 1212 5700 17955 194 4657 8638 5113 12194
2644,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
2651,5113 10466 4220 5610 11733 9303 8638 10067 4844 3572
2665,8982 10227 8638 4844 8666 7581 4657 3565 5143 6404
2667,8481 2301 5645 5700 4657 1212 12469 194 17955 10227
2673,3922 187 189 17955 5297 3572 126 8186 197 6289
2682,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
2715,3922 187 189 17955 5297 3572 126 8186 197 6289
2722,10227 7581 4279 11733 5562 4844 12469 4280 197 10466
2758,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
2769,5113 10227 4844 5143 17955 8638 5645 6404 10466 6798
2775,3922 4361 187 3806 10466 4657 197 10067 8982 17955
2792,3806 6404 4844 8638 8667 10227 15119 7583 4634 8666
2796,8638 5113 6289 4280 7581 17955 10067 9302 4627 8627
2812,14847 5113 9461 7496 5645 7581 3922 5297 5044 4279
2818,12194 8481 5700 8483 1212 2301 10227 194 4634 17955
2832,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
2837,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
2843,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
2869,14847 5113 12194 3806 17955 5645 1212 3922 5700 8481
2893,3922 187 17955 8186 126 189 5297 197 8982 10067
2902,8481 2301 5645 5700 4657 1212 12469 194 17955 10227
2933,8982 10227 8638 4844 8666 7581 4657 3565 5143 6404
2940,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
2944,6289 7581 8638 4410 5113 6404 14847 3509 3806 8635
2957,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
2960,10227 7581 4279 11733 5562 4844 12469 4280 197 10466
2965,10067 8666 8414 6289 2301 4657 194 8481 189 12469
2973,3922 187 189 17955 5297 3572 126 8186 197 6289
2990,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
3024,6289 7581 8638 4410 5113 6404 14847 3509 3806 8635
3027,3922 4361 187 3806 10466 4657 197 10067 8982 17955
3032,10227 7581 4279 11733 5562 4844 12469 4280 197 10466
3036,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
3039,3922 187 17955 8186 126 189 5297 197 8982 10067
3045,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
3056,9461 14847 5645 7581 3922 10466 3806 5113 4361 4657
3075,3922 4361 187 3806 10466 4657 197 10067 8982 17955
3077,12194 8481 5700 8483 1212 2301 10227 194 4634 17955
3083,3922 4361 8481 6292 5113 189 4034 10466 10227 8638
3089,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
3094,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
3111,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
3114,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
3135,8982 10227 8638 4844 8666 7581 4657 3565 5143 6404
3148,4361 3922 17955 15892 197 4034 6526 5112 5113 3572
3152,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
3161,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
3166,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
3171,8481 2301 1212 5700 17955 194 4657 8638 5113 12194
3174,8481 2301 5645 5700 4657 1212 12469 194 17955 10227
3186,9461 14847 5645 7581 3922 10466 3806 5113 4361 4657
3200,7581 6404 10227 12469 8666 4280 5113 4634 8638 5645
3207,4361 3922 17955 15892 197 4034 6526 5112 5113 3572
3220,3922 4361 8982 17955 10466 187 5562 197 4657 3806
3224,4361 3922 17955 15892 197 4034 6526 5112 5113 3572
3227,5113 10227 4844 5143 17955 8638 5645 6404 10466 6798
3237,5113 9461 14847 5645 3922 8638 7496 7581 5297 197
3245,3922 4361 8982 17955 10466 187 5562 197 4657 3806
3250,3922 4361 197 4657 187 3806 10466 5296 8982 5700
3305,9461 14847 5645 7581 3922 10466 3806 5113 4361 4657
3320,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
3332,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
3355,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
3359,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
3363,8638 5113 6289 4280 7581 17955 10067 9302 4627 8627
3373,10067 8666 8414 6289 2301 4657 194 8481 189 12469
3377,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
3392,4361 3922 17955 15892 197 4034 6526 5112 5113 3572
3398,4361 3922 10466 10227 3806 5113 5294 12469 4657 10067
3403,3922 4361 8982 17955 10466 187 5562 197 4657 3806
3405,6289 10068 8414 189 8481 4657 2301 10067 7354 197
3410,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
3416,3922 4361 8481 6292 5113 189 4034 10466 10227 8638
3419,8481 2301 1212 5700 17955 194 4657 8638 5113 12194
3433,6289 7581 8638 4410 5113 6404 14847 3509 3806 8635
3446,6289 7581 8638 4410 5113 6404 14847 3509 3806 8635
3476,6289 8481 12469 189 197 4634 8414 5297 10227 192
3479,5645 187 5297 11733 9461 10067 14727 10068 4844 6289
3481,12194 8481 5700 8483 1212 2301 10227 194 4634 17955
3492,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
3495,6289 7581 8638 4410 5113 6404 14847 3509 3806 8635
3498,8982 10227 8638 4844 8666 7581 4657 3565 5143 6404
3510,4361 3922 17955 15892 197 4034 6526 5112 5113 3572
3524,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
3542,4361 3922 17955 15892 197 4034 6526 5112 5113 3572
3560,3922 4361 8982 17955 10466 187 5562 197 4657 3806
3565,3922 4361 8982 17955 10466 187 5562 197 4657 3806
3578,4361 3922 17955 15892 197 4034 6526 5112 5113 3572
3583,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
3595,8481 2301 1212 5700 17955 194 4657 8638 5113 12194
3599,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
3603,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
3605,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
3620,8481 2301 1212 5700 17955 194 4657 8638 5113 12194
3631,7581 6404 10227 12469 8666 4280 5113 4634 8638 5645
3650,3922 4361 8481 6292 5113 189 4034 10466 10227 8638
3674,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
3688,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
3696,8481 2301 5645 5700 4657 1212 12469 194 17955 10227
3715,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
3720,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
3728,3922 4361 8982 17955 10466 187 5562 197 4657 3806
3739,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
3749,8667 4844 12194 8638 8473 4634 9014 16224 5560 7583
3751,4657 10466 4702 5297 6798 2301 737 9461 8982 6228
3754,6289 3572 3922 189 4361 8186 187 197 3565 5562
3757,6289 7581 8638 4410 5113 6404 14847 3509 3806 8635
3765,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
3773,8638 5113 6289 4280 7581 17955 10067 9302 4627 8627
3775,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
3779,3922 4361 8982 17955 10466 187 5562 197 4657 3806
3788,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
3795,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
3800,3922 4361 8982 17955 10466 187 5562 197 4657 3806
3803,4361 3922 10466 10227 3806 5113 5294 12469 4657 10067
3809,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
3843,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
3854,4361 3922 17955 15892 197 4034 6526 5112 5113 3572
3864,8481 2301 5645 5700 4657 1212 12469 194 17955 10227
3866,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
3873,8638 5113 6289 4280 7581 17955 10067 9302 4627 8627
3880,3922 4361 8982 17955 10466 187 5562 197 4657 3806
3909,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
3920,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
3930,14847 5113 12194 3806 17955 5645 1212 3922 5700 8481
3932,6289 3572 3922 189 4361 8186 187 197 3565 5562
3937,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
3955,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
3959,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
3969,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
3976,6289 3572 3922 189 4361 8186 187 197 3565 5562
3980,10227 14847 5113 7310 4279 4219 8638 3572 6289 4657
3991,8982 10227 8638 4844 8666 7581 4657 3565 5143 6404
3996,3922 4361 8481 6292 5113 189 4034 10466 10227 8638
4009,3922 4361 197 4657 187 3806 10466 5296 8982 5700
4021,5113 10466 4220 5610 11733 9303 8638 10067 4844 3572
4023,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
4045,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
4049,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
4055,5113 8638 1212 17955 2301 3572 4657 8666 8481 14847
4057,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
4063,4361 3922 17955 15892 197 4034 6526 5112 5113 3572
4074,4361 3922 17955 15892 197 4034 6526 5112 5113 3572
4078,3922 4361 187 3806 10466 4657 197 10067 8982 17955
4087,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
4106,8638 5113 6289 4280 7581 17955 10067 9302 4627 8627
4108,6289 3572 3922 189 4361 8186 187 197 3565 5562
4127,6289 2301 8638 8666 12469 4657 10466 5645 3572 10067
4130,6289 3572 3922 189 4361 8186 187 197 3565 5562
4185,9461 14847 5645 7581 3922 10466 3806 5113 4361 4657
4197,8638 5113 9461 4657 17955 197 5297 3922 8982 2301
4222,8668 6798 5113 8638 3922 10055 3806 8666 4410 10227
4232,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
4258,6289 8414 10067 2301 8666 189 4657 12469 8481 10068
4265,1212 8982 197 10466 8186 4634 8483 5113 8638 7496
4268,8982 10227 8638 4844 8666 7581 4657 3565 5143 6404
4279,8483 4657 5113 5142 12469 5645 8666 17955 7496 10067
