user_id,item_list
492,10466 7584 7586 6405 4279 7585 724 725 8506 5113
500,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
505,7584 10466 7173 5895 724 725 7583 7585 7586 5113
511,10466 7584 724 725 7173 6289 5113 8506 6405 12469
521,7584 10466 5895 7583 7586 7585 724 725 5113 8667
530,7584 10466 7585 5895 7583 7586 6405 5113 724 725
544,7173 6359 10466 5287 5113 8479 725 6289 8506 724
548,7584 10466 725 724 5895 7585 7586 7583 6405 5113
564,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
577,7584 10466 725 724 5895 7585 7586 7583 6405 5113
579,10466 4124 7584 5113 6359 8407 7585 7586 6289 4279
595,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
614,10466 7173 4124 6359 5113 7584 724 6289 8479 5287
622,10466 7584 724 725 7173 6289 5113 8506 6405 12469
638,7584 10466 6405 725 724 7586 7585 5895 8667 4279
656,7584 10466 6405 725 724 7586 7585 5895 8667 4279
679,8506 7173 12469 725 6289 6359 5113 724 10466 7584
692,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
720,4124 10466 5113 7584 6289 6359 8407 4034 4056 7583
744,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
756,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
760,7584 10466 5895 7582 7586 6405 7583 724 725 7585
779,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
787,7584 10466 724 725 6405 5895 5113 7583 7586 7585
798,8506 7173 12469 725 6289 6359 5113 724 10466 7584
817,4124 10466 4034 7173 5113 7584 6359 5287 17558 17559
824,4124 10466 4034 7173 5113 7584 6359 5287 17558 17559
839,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
849,8506 7173 12469 725 6289 6359 5113 724 10466 7584
854,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
857,8506 7173 12469 725 6289 6359 5113 724 10466 7584
862,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
868,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
870,7173 6359 10466 5287 5113 8479 725 6289 8506 724
874,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
885,7584 10466 724 725 6405 5895 5113 7583 7586 7585
899,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
912,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
920,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
937,4124 10466 4034 7173 5113 7584 6359 5287 17558 17559
939,10466 7173 4124 6359 5113 7584 724 6289 8479 5287
943,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
955,7584 10466 724 725 7586 6405 7585 5895 7582 5113
959,10466 4124 5113 5166 7584 4279 8407 4020 4065 8506
966,7584 10466 5895 7582 7586 6405 7583 724 725 7585
969,10466 7584 7173 724 725 5113 5895 8479 5115 5518
980,7173 10466 8479 6359 5113 5287 8506 6018 6289 725
986,10466 7584 7583 724 7586 7585 725 5113 5895 7582
1000,7584 10466 7585 5895 7583 7586 6405 5113 724 725
1008,10466 7584 7586 6405 4279 7585 724 725 8506 5113
1019,4124 10466 4034 6359 7584 5113 5287 4033 4035 6289
1027,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
1029,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
1063,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
1082,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
1099,10466 7584 7586 6405 4279 7585 724 725 8506 5113
1103,7584 10466 724 725 7586 6405 7585 5895 7582 5113
1116,4124 6359 10466 7173 4034 5113 17558 4033 4030 5287
1132,7584 10466 724 725 7173 5113 6405 7586 6289 7585
1134,8506 7173 12469 725 6289 6359 5113 724 10466 7584
1141,7173 10466 8479 6359 5113 5287 8506 6018 6289 725
1148,7173 10466 7584 724 725 8479 6289 5113 6018 5115
1174,7173 6359 10466 5287 5113 8479 725 6289 8506 724
1183,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
1186,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
1192,8506 7173 12469 725 6289 6359 5113 724 10466 7584
1199,7584 10466 7585 5895 7583 7586 6405 5113 724 725
1205,7584 10466 725 724 5895 7585 7586 7583 6405 5113
1209,7584 10466 6405 725 724 7586 7585 5895 8667 4279
1217,7584 10466 5895 7582 7586 6405 7583 724 725 7585
1224,7584 10466 724 725 6405 5895 5113 7583 7586 7585
1230,10466 7584 724 725 7173 6289 5113 8506 6405 12469
1237,7173 10466 724 725 8479 5113 6359 6289 7584 8506
1245,4124 10466 5113 7584 6289 6359 8407 4034 4056 7583
1250,7173 10466 724 725 7584 8506 6289 5113 12469 8479
1257,7584 10466 5895 7583 7586 7585 724 725 5113 8667
1268,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
1270,7584 10466 6405 725 724 7586 7585 5895 8667 4279
1288,10466 7584 7173 724 725 5113 5895 8479 5115 5518
1300,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
1305,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
1329,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
1361,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
1377,7173 10466 8479 6359 5113 5287 8506 6018 6289 725
1391,10466 7173 4124 6359 5113 7584 724 6289 8479 5287
1393,7584 10466 5895 7582 7586 6405 7583 724 725 7585
1397,8506 7173 12469 725 6289 6359 5113 724 10466 7584
1421,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
1431,4124 10466 7173 5113 4034 7584 6359 8479 724 4035
1435,4124 3941 10466 4034 17560 17559 4142 7325 17558 4033
1442,7584 10466 725 724 5895 7585 7586 7583 6405 5113
1458,7173 10466 724 725 8479 5113 6359 6289 7584 8506
1461,7173 6359 10466 5287 5113 8479 725 6289 8506 724
1473,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
1490,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
1493,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
1501,7173 10466 724 725 8479 5113 6359 6289 7584 8506
1504,10466 4124 7584 5113 6359 8407 7585 7586 6289 4279
1515,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
1525,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
1544,7584 10466 7173 5895 725 724 7582 7583 7586 7585
1548,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
1551,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
1555,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
1564,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
1596,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
1599,10466 4124 7584 5113 6359 8407 7585 7586 6289 4279
1601,10466 7584 7583 724 7586 7585 725 5113 5895 7582
1605,7584 10466 724 725 6405 5895 5113 7583 7586 7585
1610,7584 10466 7173 724 725 7582 5895 8479 7583 6018
1617,7584 10466 5895 7582 7586 6405 7583 724 725 7585
1639,7584 10466 5895 7582 7586 6405 7583 724 725 7585
1643,8506 7173 12469 725 6289 6359 5113 724 10466 7584
1668,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
1678,7584 10466 5895 7582 7586 6405 7583 724 725 7585
1681,8506 7173 12469 725 6289 6359 5113 724 10466 7584
1689,7584 10466 724 725 7173 5113 6405 7586 6289 7585
1697,7173 10466 7584 724 725 8479 6289 5113 6018 5115
1711,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
1727,7584 10466 725 724 5895 7585 7586 7583 6405 5113
1730,7173 6359 10466 5287 5113 8479 725 6289 8506 724
1736,7173 10466 8479 6359 5113 5287 8506 6018 6289 725
1745,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
1754,10466 7584 7583 724 7586 7585 725 5113 5895 7582
1757,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
1764,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
1769,7584 10466 7585 5895 7583 7586 6405 5113 724 725
1781,5166 4279 8506 7584 5113 10466 14851 4065 4021 12469
1790,7584 10466 7173 5895 724 725 7583 7585 7586 5113
1792,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
1817,7173 10466 7584 724 725 8479 6405 8506 12469 5518
1823,7173 10466 724 725 7584 8506 6289 5113 12469 8479
1825,7173 10466 724 725 7584 8506 6289 5113 12469 8479
1837,7584 10466 7173 724 725 5113 7586 7585 6405 5895
1851,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
1856,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
1859,7584 10466 5895 7582 7586 6405 7583 724 725 7585
1862,4124 10466 7173 5113 4034 7584 6359 8479 724 4035
1878,8506 7173 12469 725 6289 6359 5113 724 10466 7584
1888,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
1894,8506 7173 12469 725 6289 6359 5113 724 10466 7584
1896,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
1912,7173 10466 7584 8479 5113 724 725 6289 6359 5287
1919,7584 10466 7173 724 725 5113 7586 7585 6405 5895
1926,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
1938,8506 7173 12469 725 6289 6359 5113 724 10466 7584
1944,7584 10466 6405 725 724 7586 7585 5895 8667 4279
1952,7173 6359 10466 5287 5113 8479 725 6289 8506 724
1973,7584 10466 5895 7582 7586 6405 7583 724 725 7585
1978,10466 7584 7173 724 725 5895 5518 7586 7585 8479
1984,7584 10466 7173 725 724 5113 7583 7585 7586 5895
2005,10466 7173 4124 6359 5113 7584 724 6289 8479 5287
2007,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
2017,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
2026,10466 7584 7173 725 724 5113 5895 7583 7582 7585
2031,7173 10466 7584 724 725 8479 6405 8506 12469 5518
2035,7584 10466 7173 5895 725 724 7582 7583 7586 7585
2053,4124 10466 4034 6359 7584 5113 5287 4033 4035 6289
2057,10466 7584 724 725 7173 6289 5113 8506 6405 12469
2062,8506 7173 12469 725 6289 6359 5113 724 10466 7584
2069,8506 7173 12469 725 6289 6359 5113 724 10466 7584
2076,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
2078,10466 7173 4124 6359 5113 7584 724 6289 8479 5287
2083,4124 6359 10466 7173 4034 5113 17558 4033 4030 5287
2094,7173 10466 8479 6359 8506 725 5113 724 6018 5287
2096,4124 10466 4034 7173 5113 7584 6359 5287 17558 17559
2099,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
2102,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
2107,7584 10466 7173 725 724 5113 7583 7585 7586 5895
2115,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
2138,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
2150,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
2163,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
2165,7173 8479 10466 725 724 5113 6018 7584 5115 8506
2167,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
2169,7584 10466 7585 5895 7583 7586 6405 5113 724 725
2180,7584 10466 6405 725 724 7586 7585 5895 8667 4279
2210,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
2214,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
2223,7584 10466 5895 7582 7586 6405 7583 724 725 7585
2228,10466 7173 4124 6359 5113 7584 724 6289 8479 5287
2231,10466 7584 7586 6405 4279 7585 724 725 8506 5113
2234,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
2238,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
2268,8506 7173 12469 725 6289 6359 5113 724 10466 7584
2275,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
2279,7173 10466 724 725 7584 8506 6289 5113 12469 8479
2281,7173 10466 7584 8479 5113 724 725 6289 6359 5287
2287,7584 10466 724 725 6405 5895 5113 7583 7586 7585
2303,7584 10466 724 725 6405 5895 5113 7583 7586 7585
2308,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
2311,4124 6359 10466 7173 4034 5113 17558 4033 4030 5287
2323,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
2328,7173 8479 10466 725 724 5113 6018 8506 8171 6359
2355,7584 10466 6405 725 724 7586 7585 5895 8667 4279
2358,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
2367,7173 10466 724 725 7584 8506 6289 5113 12469 8479
2369,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
2371,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
2373,10466 7173 4124 6359 5113 7584 724 6289 8479 5287
2380,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
2382,7173 10466 724 725 7584 8506 6289 5113 12469 8479
2386,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
2391,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
2395,7584 10466 7585 5895 7583 7586 6405 5113 724 725
2408,7584 10466 724 725 7173 5113 6405 7586 6289 7585
2415,7173 10466 7584 724 725 8479 6405 8506 12469 5518
2455,8506 7173 12469 725 6289 6359 5113 724 10466 7584
2459,7173 10466 8479 6359 5113 5287 8506 6018 6289 725
2469,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
2477,7584 10466 7585 5895 7583 7586 6405 5113 724 725
2481,7173 10466 7584 8479 5113 724 725 6289 6359 5287
2493,10466 7173 4124 6359 5113 7584 724 6289 8479 5287
2497,4124 6359 10466 7173 4034 5113 17558 4033 4030 5287
2511,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
2530,7584 10466 724 725 7586 6405 7585 5895 7582 5113
2534,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
2552,7173 6359 10466 5287 5113 8479 725 6289 8506 724
2561,7584 10466 724 725 7586 6405 7585 5895 7582 5113
2565,7173 10466 724 725 8479 5113 6359 6289 7584 8506
2595,7173 10466 7584 8479 5113 724 725 6289 6359 5287
2601,5113 6405 7584 4279 8506 10466 12469 725 724 6289
2611,7584 10466 724 725 6405 5895 5113 7583 7586 7585
2620,7173 10466 724 725 7584 8506 6289 5113 12469 8479
2622,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
2630,4124 10466 4034 6359 7584 5113 5287 4033 4035 6289
2634,10466 7584 7586 6405 4279 7585 724 725 8506 5113
2642,7173 10466 724 725 8479 5113 6359 6289 7584 8506
2644,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
2651,7584 10466 5895 724 725 7586 7585 7583 5113 8667
2665,7584 10466 6405 725 724 7586 7585 5895 8667 4279
2667,7173 10466 8479 6359 8506 725 5113 724 6018 5287
2673,4124 10466 7584 5113 6289 4034 725 4056 724 6359
2682,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
2715,4124 10466 7584 5113 6289 4034 725 4056 724 6359
2722,7584 10466 5895 7173 7586 7585 724 7583 7582 725
2758,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
2769,10466 7584 7583 724 7586 7585 725 5113 5895 7582
2775,4124 10466 4034 6359 7584 5113 5287 4033 4035 6289
2792,7584 10466 7173 5895 725 724 7582 7583 7586 7585
2796,7584 10466 724 725 7586 6405 7585 5895 7582 5113
2812,4124 10466 4034 7173 5113 7584 6359 5287 17558 17559
2818,7173 8479 10466 725 724 5113 6018 8506 8171 6359
2832,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
2837,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
2843,8506 7173 12469 725 6289 6359 5113 724 10466 7584
2869,7173 10466 8479 6359 5113 5287 8506 6018 6289 725
2893,10466 4124 5113 7584 6359 4034 6289 5287 724 7173
2902,7173 10466 8479 6359 8506 725 5113 724 6018 5287
2933,7584 10466 6405 725 724 7586 7585 5895 8667 4279
2940,8506 7173 12469 725 6289 6359 5113 724 10466 7584
2944,7584 10466 724 725 6405 5895 5113 7583 7586 7585
2957,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
2960,7584 10466 5895 7173 7586 7585 724 7583 7582 725
2965,7173 10466 724 725 7584 8506 6289 5113 12469 8479
2973,4124 10466 7584 5113 6289 4034 725 4056 724 6359
2990,8506 7173 12469 725 6289 6359 5113 724 10466 7584
3024,7584 10466 724 725 6405 5895 5113 7583 7586 7585
3027,4124 10466 4034 6359 7584 5113 5287 4033 4035 6289
3032,7584 10466 5895 7173 7586 7585 724 7583 7582 725
3036,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
3039,10466 4124 5113 7584 6359 4034 6289 5287 724 7173
3045,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
3056,7173 6359 10466 5287 5113 8479 725 6289 8506 724
3075,4124 10466 4034 6359 7584 5113 5287 4033 4035 6289
3077,7173 8479 10466 725 724 5113 6018 8506 8171 6359
3083,4124 10466 5113 7584 6289 6359 8407 4034 4056 7583
3089,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
3094,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
3111,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
3114,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
3135,7584 10466 6405 725 724 7586 7585 5895 8667 4279
3148,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
3152,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
3161,8506 7173 12469 725 6289 6359 5113 724 10466 7584
3166,8506 7173 12469 725 6289 6359 5113 724 10466 7584
3171,7173 10466 724 725 8479 5113 6359 6289 7584 8506
3174,7173 10466 8479 6359 8506 725 5113 724 6018 5287
3186,7173 6359 10466 5287 5113 8479 725 6289 8506 724
3200,7584 10466 7585 5895 7583 7586 6405 5113 724 725
3207,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
3220,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
3224,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
3227,10466 7584 7583 724 7586 7585 725 5113 5895 7582
3237,10466 7173 4124 6359 5113 7584 724 6289 8479 5287
3245,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
3250,4124 10466 7173 5113 4034 7584 6359 8479 724 4035
3305,7173 6359 10466 5287 5113 8479 725 6289 8506 724
3320,8506 7173 12469 725 6289 6359 5113 724 10466 7584
3332,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
3355,8506 7173 12469 725 6289 6359 5113 724 10466 7584
3359,8506 7173 12469 725 6289 6359 5113 724 10466 7584
3363,7584 10466 724 725 7586 6405 7585 5895 7582 5113
3373,7173 10466 724 725 7584 8506 6289 5113 12469 8479
3377,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
3392,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
3398,4124 6359 10466 7173 4034 5113 17558 4033 4030 5287
3403,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
3405,7584 10466 724 725 7173 5113 6405 7586 6289 7585
3410,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
3416,4124 10466 5113 7584 6289 6359 8407 4034 4056 7583
3419,7173 10466 724 725 8479 5113 6359 6289 7584 8506
3433,7584 10466 724 725 6405 5895 5113 7583 7586 7585
3446,7584 10466 724 725 6405 5895 5113 7583 7586 7585
3476,7173 10466 7584 724 725 8479 6405 8506 12469 5518
3479,10466 7584 7173 724 725 5895 5518 7586 7585 8479
3481,7173 8479 10466 725 724 5113 6018 8506 8171 6359
3492,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
3495,7584 10466 724 725 6405 5895 5113 7583 7586 7585
3498,7584 10466 6405 725 724 7586 7585 5895 8667 4279
3510,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
3524,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
3542,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
3560,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
3565,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
3578,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
3583,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
3595,7173 10466 724 725 8479 5113 6359 6289 7584 8506
3599,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
3603,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
3605,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
3620,7173 10466 724 725 8479 5113 6359 6289 7584 8506
3631,7584 10466 7585 5895 7583 7586 6405 5113 724 725
3650,4124 10466 5113 7584 6289 6359 8407 4034 4056 7583
3674,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
3688,8506 7173 12469 725 6289 6359 5113 724 10466 7584
3696,7173 10466 8479 6359 8506 725 5113 724 6018 5287
3715,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
3720,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
3728,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
3739,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
3749,7173 7584 10466 725 5895 724 8479 7582 6018 7583
3751,7584 10466 7173 725 724 5113 7583 7585 7586 5895
3754,10466 4124 7584 5113 6359 8407 7585 7586 6289 4279
3757,7584 10466 724 725 6405 5895 5113 7583 7586 7585
3765,8506 7173 12469 725 6289 6359 5113 724 10466 7584
3773,7584 10466 724 725 7586 6405 7585 5895 7582 5113
3775,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
3779,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
3788,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
3795,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
3800,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
3803,4124 6359 10466 7173 4034 5113 17558 4033 4030 5287
3809,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
3843,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
3854,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
3864,7173 10466 8479 6359 8506 725 5113 724 6018 5287
3866,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
3873,7584 10466 724 725 7586 6405 7585 5895 7582 5113
3880,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
3909,8506 7173 12469 725 6289 6359 5113 724 10466 7584
3920,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
3930,7173 10466 8479 6359 5113 5287 8506 6018 6289 725
3932,10466 4124 7584 5113 6359 8407 7585 7586 6289 4279
3937,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
3955,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
3959,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
3969,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
3976,10466 4124 7584 5113 6359 8407 7585 7586 6289 4279
3980,10466 7584 7586 6405 4279 7585 724 725 8506 5113
3991,7584 10466 6405 725 724 7586 7585 5895 8667 4279
3996,4124 10466 5113 7584 6289 6359 8407 4034 4056 7583
4009,4124 10466 7173 5113 4034 7584 6359 8479 724 4035
4021,7584 10466 5895 724 725 7586 7585 7583 5113 8667
4023,8506 7173 12469 725 6289 6359 5113 724 10466 7584
4045,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
4049,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
4055,8506 7173 12469 725 6289 6359 5113 724 10466 7584
4057,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
4063,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
4074,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
4078,4124 10466 4034 6359 7584 5113 5287 4033 4035 6289
4087,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
4106,7584 10466 724 725 7586 6405 7585 5895 7582 5113
4108,10466 4124 7584 5113 6359 8407 7585 7586 6289 4279
4127,6405 10466 8506 4279 7584 725 8668 7586 7585 5113
4130,10466 4124 7584 5113 6359 8407 7585 7586 6289 4279
4185,7173 6359 10466 5287 5113 8479 725 6289 8506 724
4197,10466 5113 6359 8506 4279 6289 8407 7584 4507 4124
4222,7584 10466 7173 5895 724 725 7583 7585 7586 5113
4232,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
4258,10466 7584 724 725 7173 6289 5113 8506 6405 12469
4265,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
4268,7584 10466 6405 725 724 7586 7585 5895 8667 4279
4279,10466 7173 6359 8506 6289 5113 8479 4279 12469 7584
4296,7173 10466 724 725 8479 5113 6359 6289 7584 8506
4313,10466 4124 6359 5113 7173 6289 5287 4030 4507 4056
4318,4124 10466 6359 5113 5287 7584 8407 6289 4034 7586
4335,10466 7584 7173 724 725 5113 5895 8479 5115 5518
4344,4124 10466 6359 5113 3941 4034 5287 4035 9228 17558
